throughput,payload,rsrp,rsrq,sinr,cqi,ta,velocity,cell,f
1.603210,0.100000,-96.000000,-13.000000,4.000000,7.000000,8.000000,0.000000,13416987.000000,1845.000000
10.301300,5.000000,-97.000000,-12.000000,0.000000,8.000000,8.000000,8.240000,13416987.000000,1845.000000
7.317970,5.000000,-89.000000,-10.000000,11.000000,9.000000,8.000000,11.040000,13416987.000000,1845.000000
1.680670,2.000000,-101.000000,-14.000000,-2.000000,6.000000,8.000000,13.560000,13416987.000000,1845.000000
0.536697,0.500000,-110.000000,-17.000000,-7.000000,4.000000,8.000000,12.540000,13416987.000000,1845.000000
1.543730,4.000000,-103.000000,-14.000000,-2.000000,5.000000,8.000000,12.700000,13416987.000000,1845.000000
0.740809,1.000000,-99.000000,-15.000000,-3.000000,5.000000,10.000000,14.410000,13542402.000000,850.000000
0.411948,0.100000,-95.000000,-14.000000,-1.000000,5.000000,10.000000,14.760000,13542402.000000,850.000000
3.336810,6.000000,-92.000000,-13.000000,2.000000,6.000000,10.000000,15.000000,13542402.000000,850.000000
1.935170,1.000000,-104.000000,-19.000000,-9.000000,1.000000,10.000000,1.330000,13542402.000000,850.000000
2.971650,9.000000,-103.000000,-16.000000,-4.000000,4.000000,10.000000,0.000000,13542402.000000,850.000000
3.385690,9.000000,-105.000000,-17.000000,-3.000000,3.000000,10.000000,6.930000,13542402.000000,850.000000
0.874604,6.000000,-90.000000,-8.000000,5.000000,6.000000,10.000000,7.390000,13542403.000000,850.000000
0.295803,3.000000,-91.000000,-12.000000,4.000000,7.000000,10.000000,9.950000,13542403.000000,850.000000
0.065899,0.500000,-103.000000,-15.000000,-4.000000,5.000000,24.000000,11.480000,13880067.000000,850.000000
0.054976,0.500000,-110.000000,-18.000000,-8.000000,2.000000,10.000000,12.340000,13542403.000000,850.000000
0.268234,3.000000,-105.000000,-15.000000,-4.000000,4.000000,10.000000,12.210000,13542403.000000,850.000000
4.437050,2.000000,-102.000000,-17.000000,-8.000000,3.000000,9.000000,12.030000,13828122.000000,1845.000000
13.536400,5.000000,-95.000000,-12.000000,4.000000,6.000000,7.000000,0.000000,13416987.000000,1845.000000
3.138080,3.000000,-98.000000,-13.000000,2.000000,7.000000,7.000000,0.000000,13416987.000000,1845.000000
10.789700,9.000000,-96.000000,-13.000000,1.000000,7.000000,7.000000,8.750000,13416987.000000,1845.000000
0.401205,0.100000,-83.000000,-11.000000,10.000000,15.000000,7.000000,8.670000,13416987.000000,1845.000000
0.541274,0.100000,-99.000000,-14.000000,0.000000,7.000000,7.000000,8.100000,13416987.000000,1845.000000
1.925790,7.000000,-102.000000,-14.000000,-3.000000,6.000000,7.000000,12.580000,13416987.000000,1845.000000
2.283250,9.000000,-93.000000,-10.000000,1.000000,6.000000,10.000000,15.170000,13542402.000000,850.000000
0.352361,0.500000,-97.000000,-15.000000,-2.000000,4.000000,10.000000,14.810000,13542402.000000,850.000000
0.778665,0.500000,-102.000000,-18.000000,-7.000000,2.000000,10.000000,14.490000,13542402.000000,850.000000
1.368390,7.000000,-100.000000,-15.000000,-5.000000,3.000000,10.000000,14.260000,13542402.000000,850.000000
0.126088,1.000000,-104.000000,-18.000000,-7.000000,3.000000,10.000000,0.000000,13542402.000000,850.000000
5.633800,1.000000,-97.000000,-13.000000,-2.000000,2.000000,7.000000,13.550000,13828122.000000,1845.000000
4.001000,2.000000,-99.000000,-13.000000,-8.000000,2.000000,6.000000,6.590000,13416987.000000,1845.000000
13.223100,9.000000,-98.000000,-13.000000,2.000000,5.000000,6.000000,0.000000,13416987.000000,1845.000000
0.545479,0.500000,-99.000000,-13.000000,4.000000,5.000000,6.000000,0.000000,13416987.000000,1845.000000
6.866950,6.000000,-98.000000,-13.000000,3.000000,6.000000,6.000000,0.000000,13416987.000000,1845.000000
0.633312,0.500000,-98.000000,-11.000000,3.000000,5.000000,6.000000,0.000000,13416987.000000,1845.000000
4.891470,6.000000,-97.000000,-12.000000,2.000000,5.000000,6.000000,9.140000,13416987.000000,1845.000000
4.542870,2.000000,-97.000000,-12.000000,4.000000,6.000000,6.000000,10.980000,13416987.000000,1845.000000
3.334330,7.000000,-96.000000,-12.000000,9.000000,8.000000,6.000000,12.950000,13416987.000000,1845.000000
0.374884,0.100000,-107.000000,-14.000000,-4.000000,5.000000,6.000000,12.360000,13416987.000000,1845.000000
0.852170,5.000000,-101.000000,-12.000000,-4.000000,5.000000,6.000000,9.390000,13416987.000000,1845.000000
1.341490,6.000000,-91.000000,-8.000000,-10.000000,7.000000,12.000000,11.320000,13880067.000000,850.000000
1.740640,7.000000,-101.000000,-14.000000,0.000000,5.000000,10.000000,7.340000,13542402.000000,850.000000
1.811350,10.000000,-101.000000,-15.000000,-3.000000,4.000000,10.000000,13.560000,13542402.000000,850.000000
0.537129,0.500000,-99.000000,-14.000000,-3.000000,5.000000,8.000000,13.240000,13542402.000000,850.000000
1.840350,10.000000,-99.000000,-14.000000,-2.000000,5.000000,8.000000,1.660000,13542402.000000,850.000000
0.775404,5.000000,-93.000000,-12.000000,-3.000000,6.000000,8.000000,2.080000,13542402.000000,850.000000
0.576058,2.000000,-99.000000,-15.000000,-3.000000,4.000000,8.000000,2.280000,13542402.000000,850.000000
3.677650,10.000000,-105.000000,-16.000000,-5.000000,3.000000,8.000000,8.140000,13542402.000000,850.000000
3.166920,9.000000,-105.000000,-18.000000,-8.000000,2.000000,8.000000,9.730000,13542402.000000,850.000000
0.893955,2.000000,-93.000000,-10.000000,3.000000,5.000000,10.000000,8.920000,13542403.000000,850.000000
0.053309,0.500000,-101.000000,-15.000000,-3.000000,3.000000,10.000000,7.700000,13542402.000000,850.000000
0.381467,3.000000,-103.000000,-16.000000,-5.000000,4.000000,10.000000,12.580000,13542403.000000,850.000000
0.656969,7.000000,-99.000000,-13.000000,2.000000,4.000000,10.000000,12.580000,13542403.000000,850.000000
0.328219,3.000000,-110.000000,-16.000000,-7.000000,3.000000,10.000000,12.130000,13542403.000000,850.000000
4.469290,0.100000,-89.000000,-9.000000,13.000000,11.000000,7.000000,0.000000,13416962.000000,850.000000
2.592350,0.500000,-90.000000,-13.000000,3.000000,6.000000,7.000000,8.880000,13416962.000000,850.000000
2.258820,3.000000,-88.000000,-12.000000,7.000000,6.000000,7.000000,8.500000,13416962.000000,850.000000
