throughput,payload,rsrp,rsrq,sinr,cqi,ta,velocity,cell,f
1.814060,0.500000,-108.000000,-14.000000,-2.000000,6.000000,71.000000,12.120000,13067274.000000,1865.100000
1.372680,4.000000,-113.000000,-13.000000,7.000000,7.000000,71.000000,4.790000,13067274.000000,1865.100000
0.135158,0.100000,-113.000000,-8.000000,-5.000000,6.000000,15.000000,4.790000,14264846.000000,2630.000000
5.379960,5.000000,-114.000000,-17.000000,-7.000000,4.000000,21.000000,0.000000,13392904.000000,1865.100000
10.427500,10.000000,-109.000000,-13.000000,1.000000,9.000000,21.000000,0.000000,13392904.000000,1865.100000
9.594630,5.000000,-108.000000,-12.000000,-6.000000,5.000000,21.000000,0.000000,13392904.000000,1865.100000
3.834400,8.000000,-109.000000,-8.000000,6.000000,6.000000,21.000000,8.560000,13392904.000000,1865.100000
2.624670,2.000000,-114.000000,-14.000000,-5.000000,5.000000,17.000000,8.700000,12806666.000000,1865.100000
6.810440,6.000000,-112.000000,-12.000000,-7.000000,7.000000,17.000000,9.100000,12806666.000000,1865.100000
12.654200,10.000000,-104.000000,-11.000000,-4.000000,5.000000,17.000000,9.290000,12806666.000000,1865.100000
5.555560,0.500000,-107.000000,-9.000000,8.000000,7.000000,17.000000,9.000000,12806666.000000,1865.100000
9.111620,8.000000,-94.000000,-7.000000,31.000000,12.000000,17.000000,13.240000,12806666.000000,1865.100000
10.818900,9.000000,-105.000000,-10.000000,-2.000000,10.000000,17.000000,12.950000,12806666.000000,1865.100000
11.124400,7.000000,-106.000000,-11.000000,-3.000000,14.000000,17.000000,13.590000,12806666.000000,1865.100000
9.282540,6.000000,-107.000000,-8.000000,11.000000,15.000000,17.000000,14.680000,12806666.000000,1865.100000
13.769400,2.000000,-100.000000,-8.000000,23.000000,1.000000,17.000000,14.210000,12806666.000000,1865.100000
7.355190,3.000000,-108.000000,-7.000000,25.000000,12.000000,17.000000,11.470000,12806666.000000,1865.100000
9.170810,3.000000,-108.000000,-9.000000,29.000000,15.000000,17.000000,6.380000,12806666.000000,1865.100000
2.826870,0.100000,-112.000000,-12.000000,23.000000,11.000000,17.000000,13.170000,12806666.000000,1865.100000
6.882710,6.000000,-111.000000,-8.000000,24.000000,9.000000,17.000000,12.990000,12806666.000000,1865.100000
3.861000,0.500000,-109.000000,-11.000000,-8.000000,7.000000,17.000000,10.060000,12806666.000000,1865.100000
5.228760,0.500000,-107.000000,-8.000000,14.000000,15.000000,17.000000,0.000000,12806666.000000,1865.100000
7.168460,0.500000,-105.000000,-7.000000,29.000000,15.000000,17.000000,0.000000,12806666.000000,1865.100000
4.278090,0.100000,-105.000000,-7.000000,26.000000,15.000000,17.000000,0.000000,12806666.000000,1865.100000
8.313130,3.000000,-105.000000,-8.000000,14.000000,8.000000,17.000000,0.000000,12806666.000000,1865.100000
7.884360,3.000000,-108.000000,-7.000000,20.000000,7.000000,17.000000,1.520000,12806666.000000,1865.100000
5.464480,0.500000,-108.000000,-7.000000,24.000000,7.000000,17.000000,4.410000,12806666.000000,1865.100000
4.837490,8.000000,-111.000000,-9.000000,4.000000,7.000000,17.000000,13.710000,12806666.000000,1865.100000
8.398950,6.000000,-110.000000,-12.000000,-8.000000,6.000000,71.000000,13.840000,13067274.000000,1865.100000
11.988900,7.000000,-100.000000,-8.000000,8.000000,15.000000,71.000000,12.090000,13067274.000000,1865.100000
0.423730,0.100000,-110.000000,-16.000000,-8.000000,4.000000,19.000000,7.320000,13532675.000000,860.000000
