label,speed,length,dur0,min0,mean0,std0,hist0_0,hist0_1,hist0_2,hist0_3,hist0_4,hist0_5
0a,9.32662,4.37729,0.48,0.767721,0.878911,0.00777374,0.322581,0.193548,0.483871,0,0,0
0a,10.9536,4.08934,0.368,0.775967,0.904368,0.00847693,0.375,0.25,0.375,0,0,0
0a,10.4417,3.78686,0.352,0.817015,0.914439,0.004752,0.391304,0.347826,0.26087,0,0,0
0a,12.1463,4.08117,0.336,0.768344,0.912279,0.00815792,0.454545,0.227273,0.318182,0,0,0
0a,9.97596,3.88397,0.4,0.72997,0.889285,0.0105491,0.384615,0.230769,0.230769,0.153846,0,0
0a,10.9536,4.67353,0.432,0.74026,0.880281,0.0100381,0.357143,0.214286,0.321429,0.107143,0,0
0a,11.2477,4.49907,0.4,0.702225,0.876372,0.0132083,0.384615,0.192308,0.230769,0.192308,0,0
0a,8.14232,4.386,0.528,0.783441,0.881473,0.00640877,0.264706,0.205882,0.529412,0,0,0
0a,10.706,4.16821,0.4,0.756243,0.884476,0.00903134,0.384615,0.192308,0.423077,0,0,0
0a,10.9536,4.49827,0.432,0.716545,0.85937,0.0125385,0.357143,0.142857,0.178571,0.321429,0,0
0a,11.366,4.12207,0.384,0.767895,0.902466,0.0078213,0.4,0.24,0.36,0,0,0
0a,9.88248,4.32194,0.448,0.770005,0.891553,0.00903046,0.37931,0.206897,0.413793,0,0,0
0a,10.0928,4.25244,0.432,0.723,0.870552,0.01156,0.357143,0.178571,0.25,0.214286,0,0
0a,9.80438,3.97404,0.384,0.769089,0.89796,0.00897494,0.4,0.24,0.36,0,0,0
0a,7.5105,3.60504,0.48,0.708645,0.860708,0.0119699,0.322581,0.16129,0.258065,0.258065,0,0
0a,10.8165,4.8458,0.448,0.814096,0.905075,0.00487879,0.310345,0.344828,0.344828,0,0,0
0a,9.17659,3.76852,0.416,0.716566,0.875714,0.0112121,0.37037,0.222222,0.222222,0.185185,0,0
0a,9.00639,4.32306,0.496,0.817868,0.901252,0.00559083,0.3125,0.34375,0.34375,0,0,0
0a,9.28021,4.10804,0.448,0.722925,0.859844,0.0121344,0.310345,0.206897,0.241379,0.241379,0,0
0a,10.5601,4.11141,0.4,0.716324,0.881844,0.0111703,0.384615,0.230769,0.230769,0.153846,0,0
0a,9.76714,3.95895,0.4,0.754871,0.891975,0.00879576,0.384615,0.230769,0.384615,0,0,0
0a,9.07699,4.21172,0.464,0.772558,0.882001,0.00705164,0.3,0.2,0.5,0,0,0
0a,10.8165,3.98048,0.368,0.78503,0.916434,0.00720786,0.458333,0.25,0.291667,0,0,0
0a,9.57164,3.87971,0.416,0.736513,0.881523,0.0100443,0.333333,0.222222,0.333333,0.111111,0,0
0a,9.35751,4.19216,0.448,0.755887,0.885378,0.00996605,0.37931,0.172414,0.448276,0,0,0
0a,11.0971,4.08374,0.352,0.762108,0.900485,0.00944167,0.434783,0.173913,0.391304,0,0,0
0a,10.3181,3.74203,0.368,0.78765,0.905488,0.0063943,0.416667,0.25,0.333333,0,0,0
0a,8.79438,4.1275,0.464,0.741406,0.869241,0.0114468,0.333333,0.166667,0.333333,0.166667,0,0
0a,8.65496,3.50814,0.416,0.692989,0.87395,0.0136706,0.37037,0.185185,0.185185,0.259259,0,0
0a,10.0928,4.46775,0.464,0.774536,0.889737,0.00836045,0.333333,0.2,0.466667,0,0,0
0a,8.19064,3.49467,0.448,0.747549,0.878614,0.0102484,0.344828,0.172414,0.413793,0.0689655,0,0
0a,8.45547,4.05862,0.464,0.736831,0.863743,0.011045,0.3,0.2,0.333333,0.166667,0,0
0a,10.0028,4.00114,0.4,0.733883,0.880792,0.0110601,0.384615,0.153846,0.307692,0.153846,0,0
0a,10.3422,4.2472,0.4,0.757675,0.879966,0.00843429,0.346154,0.230769,0.423077,0,0,0
0a,10.706,3.88272,0.368,0.75385,0.891607,0.00887268,0.375,0.208333,0.416667,0,0,0
0a,9.80438,4.23549,0.416,0.725432,0.872149,0.0126176,0.37037,0.148148,0.296296,0.185185,0,0
0a,11.5188,4.60752,0.384,0.755061,0.889316,0.00983754,0.4,0.2,0.4,0,0,0
0a,9.65651,3.7596,0.384,0.81623,0.910313,0.00474969,0.36,0.32,0.32,0,0,0
0a,8.98118,3.68827,0.416,0.752016,0.876306,0.00892073,0.333333,0.222222,0.444444,0,0,0
0a,8.65496,4.10822,0.48,0.768585,0.874441,0.00820878,0.290323,0.193548,0.516129,0,0,0
0a,9.57164,3.9818,0.416,0.784369,0.900456,0.00753338,0.37037,0.222222,0.407407,0,0,0
0a,9.38813,3.80532,0.4,0.73931,0.884393,0.0110867,0.346154,0.230769,0.307692,0.115385,0,0
0a,9.28021,4.10804,0.464,0.753536,0.879239,0.0112188,0.333333,0.166667,0.5,0,0,0
0a,9.28021,4.25652,0.464,0.734449,0.865974,0.0105605,0.3,0.2,0.366667,0.133333,0,0
0a,7.42377,3.52382,0.496,0.781945,0.895031,0.00507251,0.28125,0.375,0.34375,0,0,0
0a,10.0928,4.30627,0.432,0.777621,0.886975,0.00808561,0.357143,0.178571,0.464286,0,0,0
0a,10.3422,4.08172,0.384,0.747126,0.893247,0.00974177,0.4,0.2,0.32,0.08,0,0
0a,9.17659,4.4537,0.496,0.713459,0.854823,0.0127887,0.3125,0.15625,0.21875,0.3125,0,0
0a,10.8475,3.87619,0.352,0.767518,0.904232,0.00764638,0.434783,0.217391,0.347826,0,0,0
0a,8.36386,3.79162,0.448,0.771941,0.888863,0.00806054,0.344828,0.241379,0.413793,0,0,0
0a,9.57164,3.9818,0.432,0.734082,0.883328,0.0109765,0.392857,0.178571,0.321429,0.107143,0,0
0a,11.0812,4.3143,0.4,0.747088,0.890775,0.0106251,0.384615,0.192308,0.384615,0.0384615,0,0
0a,10.8165,3.92279,0.368,0.752095,0.895387,0.00944883,0.416667,0.208333,0.375,0,0,0
0a,9.38813,3.95553,0.4,0.740987,0.88406,0.00984318,0.384615,0.192308,0.346154,0.0769231,0,0
0a,9.68553,4.28746,0.448,0.740436,0.872574,0.0114569,0.344828,0.172414,0.344828,0.137931,0,0
0a,8.74858,3.91937,0.48,0.754799,0.871646,0.00863752,0.322581,0.16129,0.516129,0,0,0
0a,10.3181,3.96215,0.384,0.76883,0.900961,0.0079708,0.4,0.24,0.36,0,0,0
0a,10.0928,3.66033,0.352,0.805767,0.922998,0.00651522,0.434783,0.26087,0.304348,0,0,0
0a,8.89865,2.75265,0.336,0.837913,0.921593,0.00379557,0.409091,0.454545,0.136364,0,0,0
0a,11.366,4.06145,0.352,0.753218,0.896135,0.00928558,0.391304,0.217391,0.391304,0,0,0
0a,8.90795,4.08578,0.464,0.797004,0.891453,0.00662188,0.3,0.233333,0.466667,0,0,0
0a,9.28021,3.71208,0.4,0.731359,0.881212,0.0107632,0.346154,0.230769,0.269231,0.153846,0,0
0a,8.10209,4.36433,0.528,0.73744,0.877511,0.00817964,0.294118,0.205882,0.441176,0.0588235,0,0
0a,10.3422,4.2472,0.416,0.735937,0.872076,0.0111701,0.37037,0.185185,0.296296,0.148148,0,0
0a,8.50542,3.76506,0.448,0.763507,0.878071,0.00944667,0.310345,0.206897,0.482759,0,0,0
0a,9.76714,4.01104,0.416,0.750595,0.879647,0.0102064,0.37037,0.185185,0.444444,0,0,0
0a,8.27565,4.06059,0.48,0.777388,0.879422,0.00824593,0.322581,0.16129,0.516129,0,0,0
0a,9.76714,4.01104,0.416,0.727257,0.879144,0.0107788,0.37037,0.222222,0.222222,0.185185,0,0
0a,8.27565,4.81091,0.56,0.737278,0.864067,0.00840001,0.25,0.222222,0.472222,0.0555556,0,0
0a,10.3181,4.12724,0.416,0.713253,0.880177,0.0112354,0.37037,0.222222,0.259259,0.148148,0,0
0a,7.97704,3.53117,0.432,0.757064,0.88415,0.00894974,0.321429,0.25,0.428571,0,0,0
0a,7.00231,3.9213,0.528,0.728886,0.855566,0.0110766,0.294118,0.176471,0.323529,0.205882,0,0
0a,9.4624,3.98682,0.432,0.737646,0.873814,0.0109823,0.357143,0.178571,0.357143,0.107143,0,0
0a,9.00639,3.89076,0.416,0.756658,0.886674,0.0109689,0.37037,0.185185,0.444444,0,0,0
0a,8.14232,3.95174,0.48,0.719037,0.857017,0.0130679,0.322581,0.16129,0.193548,0.322581,0,0
0a,7.62722,3.90514,0.512,0.727106,0.849326,0.0115433,0.272727,0.151515,0.363636,0.212121,0,0
0a,9.00639,3.89076,0.448,0.720765,0.869567,0.0122558,0.344828,0.172414,0.275862,0.206897,0,0
0a,8.59801,4.12705,0.48,0.82134,0.9045,0.00525124,0.322581,0.290323,0.387097,0,0,0
0a,8.90795,3.89574,0.464,0.741911,0.871279,0.00984372,0.333333,0.166667,0.433333,0.0666667,0,0
0a,8.8459,4.19885,0.464,0.732272,0.86791,0.0113492,0.333333,0.166667,0.3,0.2,0,0
0a,10.1997,3.97106,0.384,0.767486,0.892928,0.00782946,0.4,0.2,0.4,0,0,0
0a,10.9536,4.20617,0.368,0.754656,0.895955,0.00847771,0.416667,0.25,0.333333,0,0,0
0a,9.97596,4.09679,0.432,0.734878,0.884144,0.010698,0.392857,0.178571,0.285714,0.142857,0,0
0a,9.88248,4.16382,0.432,0.754776,0.889985,0.0103012,0.392857,0.178571,0.428571,0,0,0
0a,9.86388,4.15598,0.416,0.713307,0.873233,0.0126452,0.37037,0.185185,0.222222,0.222222,0,0
0a,9.76714,4.16731,0.416,0.768472,0.893788,0.00882953,0.37037,0.222222,0.407407,0,0,0
0a,10.5709,4.1156,0.4,0.721309,0.884565,0.0134038,0.384615,0.192308,0.230769,0.192308,0,0
0a,8.65496,4.20054,0.496,0.806967,0.906668,0.00427629,0.3125,0.46875,0.21875,0,0,0
0a,8.33034,4.08742,0.496,0.749541,0.870311,0.0080349,0.28125,0.15625,0.53125,0.03125,0,0
0a,10.0861,4.14201,0.4,0.744546,0.886426,0.00931252,0.384615,0.192308,0.384615,0.0384615,0,0
0a,9.4624,4.64288,0.48,0.787981,0.898459,0.00613482,0.322581,0.354839,0.322581,0,0,0
0a,9.35751,4.04244,0.448,0.715881,0.861208,0.0126113,0.310345,0.172414,0.275862,0.241379,0,0
0a,8.65496,3.96974,0.432,0.744075,0.872075,0.010136,0.357143,0.142857,0.428571,0.0714286,0,0
0a,8.24747,3.73885,0.464,0.731697,0.872746,0.0122412,0.333333,0.2,0.266667,0.2,0,0
0a,9.65651,4.42912,0.464,0.761487,0.869463,0.00877851,0.333333,0.166667,0.5,0,0,0
0a,5.98787,3.8003,0.608,0.700173,0.856508,0.0105487,0.282051,0.153846,0.384615,0.179487,0,0
0a,11.5088,4.60352,0.416,0.791368,0.884483,0.00654785,0.333333,0.185185,0.481481,0,0,0
0a,10.3422,3.86109,0.352,0.767152,0.90283,0.00773857,0.434783,0.217391,0.347826,0,0,0
0a,9.88248,4.48006,0.448,0.76983,0.881617,0.00883577,0.344828,0.172414,0.482759,0,0,0
0a,9.97596,4.25641,0.432,0.761707,0.876435,0.00929933,0.321429,0.214286,0.464286,0,0,0
0a,8.98118,4.21517,0.48,0.787483,0.885078,0.00764152,0.322581,0.193548,0.483871,0,0,0
0a,8.24747,3.51892,0.448,0.740127,0.879548,0.0105409,0.344828,0.206897,0.37931,0.0689655,0,0
0a,8.81326,4.08935,0.48,0.74152,0.875515,0.0108453,0.354839,0.193548,0.354839,0.0967742,0,0
0a,8.98118,3.97567,0.464,0.735251,0.867701,0.0121795,0.333333,0.166667,0.233333,0.266667,0,0
0a,10.3422,4.2472,0.384,0.744823,0.901188,0.00975713,0.4,0.28,0.2,0.12,0,0
0a,10.0028,4.00114,0.4,0.753995,0.893729,0.0103774,0.423077,0.153846,0.423077,0,0,0
0a,9.38813,3.80532,0.4,0.719284,0.884445,0.0121713,0.384615,0.192308,0.230769,0.192308,0,0
0a,8.14232,3.95174,0.48,0.714332,0.85677,0.0123269,0.322581,0.16129,0.225806,0.290323,0,0
0a,9.75628,4.26675,0.448,0.779977,0.884894,0.00811887,0.344828,0.172414,0.482759,0,0,0
0a,9.57164,3.57341,0.384,0.734261,0.881421,0.0098935,0.36,0.24,0.28,0.12,0,0
0a,8.50542,3.67434,0.416,0.75685,0.884993,0.00846754,0.37037,0.222222,0.407407,0,0,0
0a,8.59801,3.30164,0.384,0.808323,0.911038,0.0053162,0.36,0.32,0.32,0,0,0
0a,8.50542,3.99188,0.464,0.723606,0.86717,0.0134273,0.366667,0.166667,0.166667,0.3,0,0
0a,9.15972,3.76159,0.4,0.796138,0.89644,0.00667293,0.346154,0.230769,0.423077,0,0,0
0a,8.22962,3.33574,0.384,0.793272,0.907825,0.00619634,0.4,0.28,0.32,0,0,0
0a,9.32662,3.68091,0.368,0.73513,0.889711,0.010983,0.416667,0.166667,0.291667,0.125,0,0
0a,8.56481,3.65432,0.432,0.750305,0.885747,0.0105308,0.392857,0.178571,0.428571,0,0,0
0a,9.74068,4.00017,0.384,0.707508,0.877319,0.012794,0.4,0.16,0.24,0.2,0,0
0a,9.15972,4.25011,0.48,0.743281,0.86701,0.0094593,0.322581,0.16129,0.451613,0.0645161,0,0
0a,9.4624,3.93636,0.416,0.715556,0.875264,0.0129119,0.37037,0.185185,0.222222,0.222222,0,0
0a,10.2148,4.03143,0.384,0.726431,0.884521,0.0109027,0.4,0.16,0.28,0.16,0,0
0a,10.3181,4.18227,0.4,0.72179,0.873959,0.0110097,0.384615,0.192308,0.269231,0.153846,0,0
0a,9.80438,4.23549,0.416,0.729434,0.880474,0.0115995,0.37037,0.185185,0.333333,0.111111,0,0
0a,9.65651,4.37762,0.464,0.727858,0.874651,0.0112093,0.333333,0.233333,0.266667,0.166667,0,0
0a,8.05819,3.91091,0.48,0.720804,0.856162,0.0112496,0.290323,0.193548,0.290323,0.225806,0,0
0a,9.17659,3.57275,0.384,0.77417,0.896491,0.00811033,0.4,0.24,0.36,0,0,0
0a,10.3422,3.91625,0.384,0.747826,0.878843,0.0100657,0.36,0.16,0.44,0.04,0,0
0a,8.50542,3.58362,0.432,0.753689,0.882331,0.00927517,0.357143,0.214286,0.428571,0,0,0
0a,10.0928,4.19861,0.416,0.750771,0.89112,0.00995396,0.37037,0.222222,0.407407,0,0,0
0a,9.65651,3.91411,0.4,0.73094,0.883389,0.0104546,0.346154,0.230769,0.307692,0.115385,0,0
0a,9.68553,4.54574,0.464,0.744005,0.876411,0.0107971,0.333333,0.2,0.4,0.0666667,0,0
0a,9.65651,4.06861,0.416,0.753501,0.888303,0.010133,0.37037,0.222222,0.407407,0,0,0
0a,8.59801,3.48506,0.416,0.737946,0.882289,0.0100713,0.37037,0.222222,0.296296,0.111111,0,0
0a,8.90795,3.70571,0.416,0.769552,0.892041,0.00793775,0.37037,0.222222,0.407407,0,0,0
0a,9.88248,3.63675,0.384,0.75152,0.903387,0.0098438,0.4,0.28,0.32,0,0,0
0a,9.00639,3.89076,0.432,0.70973,0.864526,0.0129222,0.357143,0.178571,0.178571,0.285714,0,0
0a,7.93238,3.5114,0.432,0.745726,0.872403,0.0107415,0.321429,0.178571,0.357143,0.142857,0,0
0a,8.74858,3.63941,0.4,0.750925,0.891216,0.00925196,0.384615,0.230769,0.384615,0,0,0
0a,7.44115,3.33364,0.448,0.757527,0.889058,0.00853115,0.344828,0.241379,0.413793,0,0,0
0a,8.59801,3.89776,0.432,0.691626,0.857192,0.0141732,0.321429,0.178571,0.214286,0.285714,0,0
0a,5.09722,3.80592,0.752,0.703083,0.826901,0.0111313,0.208333,0.166667,0.270833,0.354167,0,0
0a,9.4624,4.39055,0.464,0.762739,0.873254,0.00888522,0.333333,0.166667,0.5,0,0,0
0a,10.0028,4.00114,0.4,0.741649,0.874438,0.010369,0.346154,0.230769,0.269231,0.153846,0,0
0a,8.27565,3.31026,0.416,0.762655,0.886705,0.00950473,0.37037,0.185185,0.444444,0,0,0
0a,9.65651,4.12011,0.416,0.6688,0.853348,0.0166271,0.37037,0.148148,0.185185,0.296296,0,0
0a,9.15972,4.10356,0.448,0.818529,0.91083,0.00475457,0.344828,0.413793,0.241379,0,0,0
0a,9.88248,3.63675,0.368,0.781218,0.903,0.007537,0.416667,0.25,0.333333,0,0,0
0a,8.36386,3.6578,0.432,0.767118,0.888422,0.00914933,0.357143,0.214286,0.428571,0,0,0
0a,10.2148,3.97695,0.384,0.711692,0.869412,0.0136033,0.36,0.16,0.24,0.24,0,0
0a,9.00639,3.55452,0.4,0.74803,0.894074,0.009755,0.384615,0.230769,0.346154,0.0384615,0,0
0a,9.2567,3.45583,0.4,0.724427,0.87971,0.0107298,0.384615,0.192308,0.269231,0.153846,0,0
0a,10.3181,3.85209,0.368,0.728426,0.893677,0.011553,0.416667,0.208333,0.25,0.125,0,0
0a,9.07699,4.16331,0.448,0.701163,0.854511,0.015714,0.344828,0.172414,0.137931,0.344828,0,0
0a,9.4624,3.5831,0.368,0.781731,0.902761,0.00752928,0.375,0.25,0.375,0,0,0
0a,8.56481,3.9284,0.464,0.72952,0.881463,0.0116885,0.366667,0.2,0.266667,0.166667,0,0
0a,12.1639,4.67092,0.368,0.738473,0.890449,0.0107679,0.416667,0.208333,0.25,0.125,0,0
0a,9.55029,3.97292,0.416,0.749926,0.889207,0.00913849,0.37037,0.222222,0.37037,0.037037,0,0
0a,8.90795,3.99076,0.448,0.759798,0.878057,0.00908955,0.344828,0.172414,0.482759,0,0,0
0a,9.06636,4.3035,0.464,0.764894,0.887224,0.00834373,0.333333,0.2,0.466667,0,0,0
0a,10.0928,3.9833,0.4,0.7334,0.876389,0.00999982,0.346154,0.230769,0.307692,0.115385,0,0
0a,9.4624,3.98682,0.4,0.725204,0.870123,0.0118349,0.346154,0.192308,0.269231,0.192308,0,0
0a,7.77451,3.27566,0.416,0.758579,0.896181,0.00875139,0.37037,0.222222,0.407407,0,0,0
0a,8.88893,3.7452,0.416,0.751603,0.892665,0.0092719,0.37037,0.259259,0.37037,0,0,0
0a,8.47794,3.39118,0.416,0.766743,0.895654,0.00791254,0.407407,0.222222,0.37037,0,0,0
0a,7.85205,3.9365,0.496,0.717546,0.863094,0.0119095,0.34375,0.125,0.375,0.15625,0,0
0a,9.55029,4.68601,0.48,0.810019,0.889785,0.00508756,0.290323,0.258065,0.451613,0,0,0
0a,7.97704,3.82898,0.464,0.743587,0.874997,0.0106492,0.333333,0.2,0.4,0.0666667,0,0
0a,6.69109,3.49721,0.48,0.709316,0.87811,0.0112472,0.354839,0.225806,0.258065,0.16129,0,0
0a,9.44821,2.77148,0.304,0.819335,0.926476,0.00501222,0.5,0.3,0.2,0,0,0
0a,8.90795,3.84824,0.416,0.740274,0.882277,0.0104125,0.37037,0.222222,0.296296,0.111111,0,0
0a,7.89872,3.91777,0.496,0.760597,0.870859,0.00901759,0.28125,0.21875,0.5,0,0,0
0a,8.02951,3.76852,0.48,0.679246,0.848227,0.0153359,0.322581,0.193548,0.193548,0.290323,0,0
0a,9.97596,3.93718,0.384,0.721607,0.88523,0.0122256,0.4,0.2,0.2,0.2,0,0
0a,8.80005,3.94242,0.464,0.741324,0.866953,0.0112863,0.333333,0.166667,0.366667,0.133333,0,0
0a,11.9724,4.40584,0.352,0.754538,0.896816,0.00888825,0.391304,0.217391,0.391304,0,0,0
0a,7.69962,3.44943,0.448,0.744294,0.889034,0.00974432,0.37931,0.206897,0.37931,0.0344828,0,0
0a,9.65287,4.17004,0.432,0.727318,0.871303,0.0111364,0.357143,0.178571,0.285714,0.178571,0,0
0a,9.06941,5.80442,0.624,0.760557,0.866041,0.00657012,0.225,0.15,0.625,0,0,0
0a,12.2833,5.5029,0.432,0.723505,0.86178,0.0121755,0.321429,0.178571,0.285714,0.214286,0,0
0a,10.0876,5.38008,0.528,0.767626,0.877471,0.00806545,0.294118,0.176471,0.529412,0,0,0
0a,14.9035,5.9614,0.384,0.743298,0.880151,0.0102511,0.36,0.2,0.36,0.08,0,0
0a,13.0208,5.55556,0.4,0.707606,0.872617,0.0121907,0.346154,0.192308,0.230769,0.230769,0,0
0a,12.7586,5.23955,0.432,0.771816,0.892626,0.00850954,0.357143,0.214286,0.428571,0,0,0
0a,11.8177,4.72709,0.4,0.734858,0.884311,0.0101824,0.384615,0.192308,0.307692,0.115385,0,0
0a,11.7953,5.22137,0.432,0.75939,0.889064,0.00928916,0.357143,0.214286,0.428571,0,0,0
0a,8.56272,4.56678,0.544,0.7183,0.844744,0.0124772,0.285714,0.142857,0.285714,0.285714,0,0
0a,13.3019,5.3917,0.384,0.747967,0.889041,0.0102015,0.4,0.2,0.36,0.04,0,0
0a,12.0192,4.55128,0.384,0.793759,0.909579,0.0065708,0.4,0.28,0.32,0,0,0
0a,13.3341,5.26254,0.368,0.749539,0.890696,0.00971078,0.375,0.208333,0.375,0.0416667,0,0
0a,10.9672,4.38687,0.416,0.732934,0.875129,0.0100727,0.333333,0.185185,0.407407,0.0740741,0,0
0a,9.76562,4.42708,0.432,0.756364,0.884074,0.00870816,0.357143,0.178571,0.464286,0,0,0
0a,11.1607,5.2381,0.464,0.776831,0.882245,0.00779797,0.333333,0.166667,0.5,0,0,0
0a,12.7871,5.45583,0.416,0.754707,0.8821,0.00960895,0.333333,0.222222,0.444444,0,0,0
0a,13.587,4.78261,0.352,0.733732,0.904294,0.010817,0.478261,0.173913,0.217391,0.130435,0,0
0a,12.5134,4.73839,0.368,0.787042,0.909407,0.00642625,0.416667,0.291667,0.291667,0,0,0
0a,14.2045,4.54545,0.336,0.793741,0.918384,0.00656904,0.454545,0.272727,0.272727,0,0,0
0a,10.9672,4.97178,0.464,0.721161,0.86891,0.0104358,0.333333,0.166667,0.366667,0.133333,0,0
0a,13.587,5.21739,0.384,0.704933,0.881542,0.0127265,0.4,0.2,0.2,0.2,0,0
0a,12.0311,4.68411,0.368,0.782028,0.908746,0.00761401,0.416667,0.25,0.333333,0,0,0
0a,10.1087,4.96002,0.48,0.693343,0.850356,0.0141309,0.322581,0.193548,0.16129,0.322581,0,0
0a,10.0876,5.38008,0.528,0.809949,0.900363,0.00507881,0.323529,0.352941,0.323529,0,0,0
0a,10.6115,4.58418,0.432,0.713386,0.865915,0.0127952,0.357143,0.178571,0.214286,0.25,0,0
0a,10.4477,5.18204,0.496,0.788151,0.887143,0.00597268,0.3125,0.21875,0.46875,0,0,0
0a,11.5847,5.3135,0.432,0.759527,0.876364,0.0104092,0.321429,0.178571,0.5,0,0,0
0a,13.6041,5.22398,0.384,0.692802,0.879947,0.0143062,0.4,0.2,0.16,0.24,0,0
0a,11.3661,4.84955,0.432,0.767305,0.90654,0.00732013,0.392857,0.285714,0.321429,0,0,0
0a,12.0669,5.21291,0.4,0.767051,0.88948,0.00855556,0.384615,0.192308,0.423077,0,0,0
0a,10.9852,5.15573,0.448,0.779525,0.889363,0.00769597,0.344828,0.172414,0.482759,0,0,0
0a,10.2477,5.52011,0.528,0.738372,0.868541,0.00873153,0.294118,0.147059,0.470588,0.0882353,0,0
0a,13.3019,5.67547,0.432,0.742192,0.882581,0.0109071,0.357143,0.214286,0.357143,0.0714286,0,0
0a,8.80398,4.41373,0.512,0.735265,0.864801,0.0115872,0.30303,0.181818,0.333333,0.181818,0,0
0a,11.7953,5.59881,0.464,0.816216,0.904027,0.00545732,0.333333,0.3,0.366667,0,0,0
0a,12.5,4.86667,0.384,0.751412,0.893631,0.00932594,0.4,0.2,0.4,0,0,0
0a,12.0192,5.19231,0.432,0.784947,0.890504,0.00751056,0.321429,0.25,0.428571,0,0,0
0a,8.80398,4.50764,0.528,0.73417,0.86033,0.0114093,0.323529,0.117647,0.411765,0.147059,0,0
0a,12.7586,5.37564,0.4,0.773042,0.903743,0.00841294,0.423077,0.192308,0.384615,0,0,0
0a,10.7844,4.48632,0.416,0.748181,0.886195,0.00965848,0.37037,0.222222,0.37037,0.037037,0,0
0a,14.881,5.39683,0.352,0.756823,0.907435,0.00947658,0.434783,0.217391,0.347826,0,0,0
0a,14.2045,5.30303,0.384,0.710071,0.884982,0.0120375,0.44,0.16,0.2,0.2,0,0
0a,9.21245,4.76591,0.464,0.707045,0.872409,0.0118597,0.333333,0.233333,0.266667,0.166667,0,0
0a,10.7759,4.48276,0.432,0.78896,0.899847,0.00697047,0.357143,0.25,0.392857,0,0,0
0a,12.0311,4.94077,0.4,0.717076,0.880706,0.0115582,0.384615,0.230769,0.192308,0.192308,0,0
0a,15.25,6.09998,0.4,0.693263,0.866235,0.0142425,0.384615,0.192308,0.153846,0.269231,0,0
0a,10.9672,5.67368,0.528,0.780048,0.878595,0.00713569,0.294118,0.205882,0.5,0,0,0
0a,13.0208,5.27778,0.4,0.737517,0.885125,0.0107045,0.384615,0.192308,0.307692,0.115385,0,0
0a,10.9672,4.44536,0.384,0.85842,0.928092,0.00363699,0.4,0.6,0,0,0,0
0a,12.258,5.55698,0.416,0.798181,0.900122,0.00622657,0.333333,0.296296,0.37037,0,0,0
0a,11.7953,5.15846,0.416,0.789624,0.895396,0.00758536,0.37037,0.185185,0.444444,0,0,0
0a,10.9852,5.03855,0.464,0.71801,0.865224,0.0134917,0.333333,0.166667,0.233333,0.266667,0,0
0a,13.6041,5.29653,0.384,0.737783,0.893578,0.0101816,0.4,0.24,0.24,0.12,0,0
0a,12.258,5.09935,0.4,0.738828,0.89284,0.00994908,0.384615,0.230769,0.269231,0.115385,0,0
0a,11.3862,5.4654,0.48,0.798401,0.892747,0.0059891,0.290323,0.258065,0.451613,0,0,0
0a,10.7844,4.83142,0.432,0.761441,0.888514,0.00970885,0.357143,0.178571,0.464286,0,0,0
0a,10.2477,4.37237,0.432,0.796812,0.907694,0.00666992,0.392857,0.285714,0.321429,0,0,0
0a,12.2833,4.78229,0.4,0.782237,0.898164,0.00691294,0.384615,0.230769,0.384615,0,0,0
0a,11.3661,4.6677,0.416,0.686364,0.871292,0.0148125,0.37037,0.185185,0.185185,0.259259,0,0
0a,11.5741,5.12346,0.432,0.807973,0.90038,0.00636951,0.321429,0.25,0.428571,0,0,0
0a,12.0192,4.87179,0.4,0.745011,0.881425,0.0109348,0.346154,0.230769,0.346154,0.0769231,0,0
0a,8.45547,4.37429,0.528,0.722862,0.851727,0.0116166,0.294118,0.147059,0.294118,0.264706,0,0
0a,7.38641,3.82124,0.528,0.735579,0.853109,0.0106727,0.264706,0.147059,0.411765,0.176471,0,0
0a,9.00735,5.14019,0.56,0.807151,0.888476,0.005541,0.277778,0.333333,0.388889,0,0,0
0a,4.50029,4.08026,0.832,0.710266,0.829027,0.0099004,0.207547,0.113208,0.45283,0.226415,0,0
0a,8.06961,4.13164,0.496,0.718157,0.860573,0.0119926,0.3125,0.1875,0.28125,0.21875,0,0
0a,10.5424,4.38562,0.4,0.735164,0.881695,0.0106405,0.384615,0.153846,0.346154,0.115385,0,0
0a,9.79116,4.33422,0.432,0.728685,0.879612,0.0116307,0.357143,0.178571,0.321429,0.142857,0,0
0a,10.0028,4.96141,0.512,0.798855,0.887206,0.00608905,0.30303,0.181818,0.515152,0,0,0
0a,5.93152,3.51146,0.576,0.840802,0.906319,0.00300503,0.297297,0.513514,0.189189,0,0,0
0a,10.9152,4.83179,0.448,0.823598,0.913309,0.00499145,0.344828,0.482759,0.172414,0,0,0
0a,12.3269,4.47057,0.352,0.782809,0.914599,0.00702645,0.434783,0.304348,0.26087,0,0,0
0a,12.5175,4.60644,0.384,0.759717,0.888611,0.00912243,0.36,0.2,0.44,0,0,0
0a,8.64974,4.15188,0.48,0.74116,0.870829,0.0100997,0.290323,0.193548,0.451613,0.0645161,0,0
0a,10.3979,4.65826,0.432,0.775082,0.896258,0.00907298,0.392857,0.178571,0.428571,0,0,0
0a,9.44263,4.38138,0.464,0.727889,0.868106,0.0122405,0.333333,0.166667,0.366667,0.133333,0,0
0a,11.5721,4.75226,0.416,0.739062,0.878389,0.0107611,0.37037,0.185185,0.259259,0.185185,0,0
