label,speed,length,dur0,min0,mean0,std0,hist0_0,hist0_1,hist0_2,hist0_3,hist0_4,hist0_5
0a,10.0876,4.73447,0.448,0.769506,0.880829,0.00824275,0.310345,0.241379,0.448276,0,0,0
0a,13.587,5.50725,0.416,0.765603,0.901139,0.00929379,0.407407,0.185185,0.407407,0,0,0
0a,10.4167,4.33333,0.416,0.744663,0.884097,0.0104404,0.37037,0.222222,0.333333,0.0740741,0,0
0a,11.7953,4.84392,0.416,0.757766,0.893677,0.0100653,0.37037,0.222222,0.407407,0,0,0
0a,11.7953,5.03264,0.432,0.79966,0.898049,0.00673582,0.357143,0.214286,0.428571,0,0,0
0a,11.8177,4.91617,0.4,0.72969,0.878363,0.0102436,0.384615,0.192308,0.269231,0.153846,0,0
0a,12.7586,4.89932,0.368,0.748551,0.893189,0.00958786,0.416667,0.208333,0.291667,0.0833333,0,0
0a,8.01282,4.52991,0.56,0.707393,0.837964,0.0124068,0.277778,0.166667,0.194444,0.361111,0,0
0a,10.7844,4.88893,0.448,0.755303,0.868932,0.0105314,0.344828,0.172414,0.482759,0,0,0
0a,9.9223,4.44519,0.432,0.72004,0.868743,0.00963228,0.285714,0.214286,0.321429,0.178571,0,0
0a,8.69847,4.08248,0.464,0.757087,0.882646,0.00817108,0.333333,0.233333,0.433333,0,0,0
0a,13.3019,5.03698,0.352,0.74418,0.894827,0.00939834,0.391304,0.217391,0.304348,0.0869565,0,0
0a,11.5741,5.30864,0.432,0.70185,0.863912,0.0135194,0.321429,0.214286,0.178571,0.285714,0,0
0a,9.77199,4.11726,0.432,0.822616,0.913439,0.00450378,0.357143,0.428571,0.214286,0,0,0
0a,13.8935,4.8164,0.336,0.781816,0.902164,0.00645731,0.409091,0.272727,0.318182,0,0,0
0a,10.5952,4.29461,0.4,0.757678,0.886667,0.00893437,0.384615,0.230769,0.384615,0,0,0
0a,10.7844,4.83142,0.464,0.734155,0.884822,0.0102473,0.333333,0.233333,0.333333,0.1,0,0
0a,13.8935,5.55739,0.4,0.737982,0.880216,0.0110533,0.346154,0.230769,0.307692,0.115385,0,0
0a,12.0192,5.19231,0.432,0.805026,0.895386,0.00676029,0.357143,0.178571,0.464286,0,0,0
0a,10.0806,4.46237,0.448,0.746827,0.878233,0.0105923,0.344828,0.206897,0.413793,0.0344828,0,0
0a,13.0208,7.08333,0.544,0.585982,0.802719,0.0257431,0.314286,0.114286,0.114286,0.228571,0.228571,0
0a,13.9302,5.05203,0.368,0.796206,0.920793,0.00647656,0.458333,0.291667,0.25,0,0,0
0a,11.8177,4.9792,0.432,0.747397,0.885829,0.0106046,0.357143,0.214286,0.357143,0.0714286,0,0
0a,12.258,4.90322,0.4,0.731449,0.883892,0.0110897,0.384615,0.192308,0.269231,0.153846,0,0
0a,10.4244,5.00371,0.48,0.738879,0.862839,0.0119018,0.322581,0.129032,0.419355,0.129032,0,0
0a,13.0208,6.18056,0.448,0.736667,0.890566,0.00914065,0.37931,0.241379,0.310345,0.0689655,0,0
0a,9.62907,5.70041,0.544,0.797544,0.888935,0.0052421,0.285714,0.371429,0.342857,0,0,0
0a,12.7586,5.44369,0.416,0.726907,0.86797,0.0125002,0.333333,0.185185,0.222222,0.259259,0,0
0a,11.3661,4.72831,0.416,0.756935,0.880386,0.0100267,0.37037,0.185185,0.444444,0,0,0
0a,12.0192,5.32051,0.448,0.722973,0.870606,0.0128394,0.344828,0.172414,0.275862,0.206897,0,0
0a,13.587,5.14493,0.368,0.775368,0.902463,0.00693492,0.416667,0.25,0.333333,0,0,0
0a,13.0208,4.93056,0.384,0.780861,0.897217,0.00701515,0.4,0.24,0.36,0,0,0
0a,12.258,5.09935,0.416,0.722947,0.879173,0.0123308,0.37037,0.222222,0.222222,0.185185,0,0
0a,13.587,5.36232,0.4,0.719942,0.881836,0.0114706,0.384615,0.192308,0.269231,0.153846,0,0
0a,11.1989,4.53928,0.4,0.754542,0.897611,0.00962585,0.384615,0.269231,0.346154,0,0,0
0a,10.7844,5.00397,0.48,0.718619,0.86121,0.0126072,0.322581,0.193548,0.193548,0.290323,0,0
0a,13.0359,5.97915,0.448,0.788166,0.8853,0.00807314,0.310345,0.206897,0.482759,0,0,0
0a,10.4167,5.66667,0.528,0.777309,0.893316,0.00650967,0.294118,0.294118,0.411765,0,0,0
0a,12.258,5.2301,0.416,0.738595,0.875543,0.0104432,0.333333,0.222222,0.333333,0.111111,0,0
0a,9.93567,4.71613,0.496,0.738275,0.873212,0.00999178,0.34375,0.21875,0.3125,0.125,0,0
0a,13.3341,5.47589,0.4,0.708054,0.864329,0.0113764,0.346154,0.230769,0.192308,0.230769,0,0
0a,10.9852,5.21432,0.48,0.738477,0.865698,0.00871099,0.290323,0.16129,0.483871,0.0645161,0,0
0a,10.2625,5.19965,0.528,0.717678,0.849782,0.0129182,0.264706,0.176471,0.205882,0.352941,0,0
0a,12.5537,5.55709,0.448,0.706477,0.85555,0.0123596,0.310345,0.206897,0.206897,0.275862,0,0
0a,12.5,4.73333,0.384,0.755003,0.899265,0.00936297,0.4,0.24,0.36,0,0,0
0a,11.3661,4.97079,0.416,0.831917,0.90882,0.00500261,0.37037,0.259259,0.37037,0,0,0
0a,12.0311,5.2616,0.448,0.729937,0.877269,0.0111549,0.344828,0.206897,0.275862,0.172414,0,0
0a,13.3019,5.67547,0.432,0.790384,0.889769,0.00671997,0.321429,0.214286,0.464286,0,0,0
0a,14.2242,5.0069,0.352,0.8056,0.919623,0.00622192,0.434783,0.26087,0.304348,0,0,0
0a,9.79116,4.49088,0.48,0.709362,0.856812,0.0138091,0.322581,0.193548,0.16129,0.322581,0,0
0a,10.9852,5.03855,0.48,0.707729,0.850827,0.0136474,0.290323,0.16129,0.193548,0.354839,0,0
0a,16.0327,5.98553,0.368,0.733345,0.894333,0.0110578,0.416667,0.166667,0.291667,0.125,0,0
0a,11.7953,5.473,0.416,0.756408,0.886817,0.00874905,0.37037,0.185185,0.444444,0,0,0
0a,15.25,5.36798,0.352,0.763316,0.907631,0.00890519,0.434783,0.217391,0.347826,0,0,0
0a,12.0192,5.19231,0.432,0.720302,0.867689,0.0125868,0.357143,0.178571,0.25,0.214286,0,0
0a,12.7871,5.11484,0.4,0.721707,0.87298,0.0116235,0.346154,0.192308,0.269231,0.192308,0,0
0a,11.0216,4.99646,0.464,0.741265,0.873508,0.0107454,0.366667,0.166667,0.366667,0.1,0,0
0a,10.4244,4.78132,0.464,0.752272,0.876094,0.0104015,0.333333,0.2,0.466667,0,0,0
0a,12.0311,5.19744,0.432,0.734763,0.873657,0.0113659,0.357143,0.178571,0.285714,0.178571,0,0
0a,13.3341,6.04481,0.448,0.687049,0.853883,0.0139981,0.344828,0.172414,0.172414,0.310345,0,0
0a,11.5741,5.24691,0.448,0.719749,0.870023,0.0128138,0.344828,0.172414,0.275862,0.206897,0,0
0a,11.5847,4.88101,0.416,0.742782,0.889399,0.0102391,0.37037,0.222222,0.333333,0.0740741,0,0
0a,12.258,4.90322,0.384,0.764093,0.907665,0.00873067,0.4,0.28,0.32,0,0,0
0a,9.93567,4.66314,0.448,0.756657,0.875681,0.00942251,0.344828,0.137931,0.517241,0,0,0
0a,11.2471,4.91874,0.448,0.732905,0.882765,0.0111862,0.37931,0.172414,0.310345,0.137931,0,0
0a,11.1702,4.58724,0.4,0.75036,0.895068,0.0098039,0.384615,0.230769,0.384615,0,0,0
0a,12.2833,5.10984,0.384,0.732695,0.878582,0.0103222,0.4,0.16,0.28,0.16,0,0
0a,10.4244,5.1149,0.496,0.714499,0.85388,0.0140493,0.3125,0.15625,0.21875,0.3125,0,0
0a,12.7871,4.97844,0.4,0.728274,0.884979,0.0113988,0.384615,0.192308,0.269231,0.153846,0,0
0a,10.9672,4.67932,0.432,0.809601,0.900223,0.00602166,0.321429,0.25,0.428571,0,0,0
0a,10.2477,4.7003,0.448,0.760206,0.886793,0.0085143,0.344828,0.206897,0.448276,0,0,0
0a,14.5401,5.66096,0.368,0.753927,0.891694,0.00849648,0.375,0.25,0.375,0,0,0
0a,10.8102,4.84297,0.464,0.812314,0.900827,0.00552838,0.333333,0.266667,0.4,0,0,0
0a,11.1989,4.95737,0.432,0.740613,0.883491,0.0110167,0.357143,0.214286,0.392857,0.0357143,0,0
0a,11.1607,4.70238,0.4,0.728157,0.878852,0.0114884,0.384615,0.153846,0.307692,0.153846,0,0
0a,11.8177,4.47498,0.368,0.781138,0.910097,0.00784902,0.416667,0.25,0.333333,0,0,0
0a,11.3862,5.10104,0.448,0.723492,0.866206,0.0127648,0.344828,0.172414,0.206897,0.275862,0,0
0a,9.6169,4.76998,0.496,0.729734,0.864898,0.0132245,0.3125,0.1875,0.28125,0.21875,0,0
0a,9.77199,4.37785,0.448,0.74091,0.871747,0.0108247,0.344828,0.137931,0.413793,0.103448,0,0
0a,11.5847,5.37529,0.48,0.744597,0.874813,0.0102309,0.322581,0.193548,0.387097,0.0967742,0,0
0a,11.1702,5.3617,0.48,0.753473,0.883084,0.00888914,0.322581,0.225806,0.451613,0,0,0
0a,7.10227,4.50758,0.608,0.663621,0.821521,0.0141242,0.25641,0.128205,0.205128,0.410256,0,0
0a,12.7586,4.76323,0.368,0.75692,0.898583,0.00905735,0.375,0.25,0.375,0,0,0
0a,11.7953,4.59228,0.384,0.756667,0.903013,0.0097097,0.4,0.24,0.36,0,0,0
0a,11.1702,4.76596,0.432,0.725885,0.869823,0.0119205,0.357143,0.178571,0.25,0.214286,0,0
0a,11.3862,5.16176,0.464,0.733272,0.87323,0.011973,0.366667,0.133333,0.3,0.2,0,0
0a,12.0669,5.72777,0.48,0.771129,0.870162,0.00881756,0.322581,0.16129,0.516129,0,0,0
0a,11.6166,4.52275,0.384,0.727653,0.883418,0.0112444,0.36,0.24,0.24,0.16,0,0
0a,14.0046,5.67654,0.416,0.730897,0.884548,0.0110841,0.37037,0.222222,0.259259,0.148148,0,0
0a,12.2833,4.97882,0.416,0.783719,0.900353,0.00850861,0.37037,0.222222,0.407407,0,0,0
0a,9.9223,4.60395,0.464,0.764202,0.87537,0.00753866,0.333333,0.2,0.466667,0,0,0
0a,13.3019,5.10792,0.368,0.716997,0.882329,0.0117912,0.375,0.25,0.166667,0.208333,0,0
0a,10.4477,5.0706,0.48,0.752265,0.864392,0.00990027,0.290323,0.193548,0.516129,0,0,0
0a,11.5847,4.5103,0.384,0.781578,0.893486,0.00799279,0.36,0.2,0.44,0,0,0
0a,12.0311,4.87661,0.4,0.777705,0.902837,0.00803525,0.423077,0.192308,0.384615,0,0,0
0a,12.0311,5.2616,0.448,0.755147,0.893679,0.0119383,0.413793,0.172414,0.413793,0,0,0
0a,13.1586,5.40381,0.416,0.734115,0.882068,0.0119491,0.37037,0.185185,0.296296,0.148148,0,0
0a,10.9852,5.33149,0.432,0.734255,0.8759,0.0111545,0.357143,0.178571,0.285714,0.178571,0,0
0a,12.5134,5.07208,0.4,0.736941,0.888591,0.0106195,0.384615,0.230769,0.269231,0.115385,0,0
0a,10.2625,5.09018,0.496,0.800013,0.891202,0.00707962,0.3125,0.21875,0.46875,0,0,0
0a,12.3342,5.26259,0.432,0.723011,0.872348,0.0113761,0.357143,0.178571,0.25,0.214286,0,0
0a,12.5134,5.13882,0.4,0.746454,0.893703,0.0105387,0.423077,0.192308,0.346154,0.0384615,0,0
0a,13.3341,5.19142,0.4,0.726151,0.882707,0.0115806,0.384615,0.192308,0.230769,0.192308,0,0
0a,13.9302,5.27491,0.384,0.75606,0.899842,0.0102207,0.4,0.2,0.4,0,0,0
0a,12.7586,4.76323,0.384,0.777079,0.906838,0.00758223,0.4,0.24,0.36,0,0,0
0a,14.0046,5.45247,0.4,0.840161,0.919742,0.00393464,0.346154,0.576923,0.0769231,0,0,0
0a,12.2833,5.17535,0.416,0.720179,0.880152,0.0118708,0.37037,0.185185,0.296296,0.148148,0,0
0a,10.6115,5.71608,0.528,0.801183,0.896265,0.00608415,0.294118,0.294118,0.411765,0,0,0
0a,10.5952,4.9727,0.48,0.703513,0.869081,0.0131332,0.387097,0.129032,0.225806,0.258065,0,0
0a,13.6041,5.80442,0.416,0.814307,0.908038,0.00567959,0.37037,0.259259,0.37037,0,0,0
0a,11.8177,4.9792,0.416,0.696084,0.859595,0.0140995,0.333333,0.185185,0.185185,0.296296,0,0
0a,10.4477,5.18204,0.496,0.661738,0.841084,0.0189702,0.3125,0.15625,0.15625,0.375,0,0
0a,13.0208,5.97222,0.448,0.746875,0.876425,0.0117932,0.344828,0.172414,0.448276,0.0344828,0,0
0a,13.0359,5.562,0.416,0.661708,0.857076,0.0173389,0.407407,0.111111,0.148148,0.333333,0,0
0a,11.7953,5.473,0.448,0.687391,0.854929,0.015909,0.344828,0.172414,0.172414,0.310345,0,0
0a,12.0192,5,0.416,0.724009,0.876077,0.0129135,0.37037,0.185185,0.222222,0.222222,0,0
0a,12.0192,5.19231,0.432,0.790414,0.911525,0.00935298,0.428571,0.142857,0.428571,0,0,0
0a,13.0359,5.0058,0.368,0.742251,0.897036,0.0107199,0.416667,0.208333,0.25,0.125,0,0
0a,12.258,5.09935,0.416,0.685136,0.852949,0.016296,0.333333,0.148148,0.222222,0.296296,0,0
0a,13.1586,5.33363,0.384,0.71568,0.884911,0.0131599,0.4,0.16,0.24,0.2,0,0
0a,10.7759,5.28736,0.48,0.708818,0.859606,0.0146435,0.322581,0.16129,0.193548,0.322581,0,0
0a,10.9852,5.2729,0.448,0.657918,0.843121,0.0190548,0.344828,0.137931,0.172414,0.344828,0,0
0a,11.3862,4.61522,0.4,0.707278,0.877822,0.0134771,0.384615,0.192308,0.192308,0.230769,0,0
0a,13.0359,5.21437,0.432,0.766318,0.891177,0.00771709,0.321429,0.25,0.428571,0,0,0
0a,8.06961,4.47594,0.528,0.762687,0.871084,0.00846398,0.294118,0.176471,0.529412,0,0,0
0a,11.3661,5.33451,0.48,0.692322,0.850169,0.0168251,0.322581,0.16129,0.129032,0.387097,0,0
0a,12.0192,4.55128,0.384,0.768028,0.898234,0.00805105,0.4,0.24,0.36,0,0,0
0a,11.3661,4.60708,0.4,0.713237,0.876893,0.0140838,0.384615,0.153846,0.230769,0.230769,0,0
0a,14.881,5.63492,0.384,0.713267,0.867607,0.0105568,0.36,0.2,0.2,0.24,0,0
0a,17.9624,6.51435,0.384,0.762023,0.8945,0.00985085,0.4,0.2,0.4,0,0,0
0a,11.3862,5.64758,0.496,0.783627,0.891654,0.00671999,0.34375,0.1875,0.46875,0,0,0
0a,11.3661,5.39513,0.464,0.724454,0.861739,0.0133856,0.3,0.2,0.2,0.3,0,0
0a,11.5741,4.69136,0.416,0.676764,0.849995,0.0158112,0.333333,0.185185,0.185185,0.296296,0,0
0a,13.3019,5.24981,0.368,0.710164,0.898279,0.013344,0.458333,0.208333,0.166667,0.166667,0,0
0a,11.5741,5.12346,0.48,0.680826,0.851862,0.0175183,0.387097,0.129032,0.129032,0.354839,0,0
0a,11.1702,5.06383,0.448,0.694675,0.857633,0.0154446,0.344828,0.172414,0.206897,0.275862,0,0
0a,8.01282,4.61538,0.592,0.672031,0.832664,0.0146675,0.263158,0.131579,0.210526,0.394737,0,0
0a,13.0359,5.70105,0.432,0.729002,0.868437,0.0133094,0.357143,0.142857,0.25,0.25,0,0
0a,11.5847,5.18993,0.432,0.728151,0.866072,0.0131832,0.357143,0.142857,0.25,0.25,0,0
0a,13.8935,4.9646,0.368,0.795229,0.932327,0.00868303,0.5,0.208333,0.291667,0,0,0
0a,11.5847,5.56064,0.512,0.799638,0.88976,0.00663731,0.30303,0.181818,0.515152,0,0,0
0a,10.7844,5.00397,0.464,0.735317,0.872558,0.0119115,0.366667,0.133333,0.433333,0.0666667,0,0
0a,12.5134,4.9386,0.4,0.736985,0.896946,0.0117452,0.423077,0.192308,0.269231,0.115385,0,0
0a,14.2045,5.68182,0.416,0.692609,0.863567,0.0138099,0.37037,0.185185,0.185185,0.259259,0,0
0a,10.9672,5.03027,0.464,0.722832,0.87708,0.0114308,0.366667,0.166667,0.333333,0.133333,0,0
0a,9.76562,4.32292,0.448,0.733756,0.880615,0.0119553,0.344828,0.206897,0.310345,0.137931,0,0
0a,10.4244,5.0593,0.48,0.659598,0.838489,0.0199931,0.322581,0.16129,0.129032,0.387097,0,0
0a,14.9035,5.24603,0.368,0.742668,0.901153,0.0111578,0.416667,0.208333,0.291667,0.0833333,0,0
0a,11.6166,5.63795,0.464,0.752659,0.869588,0.0107309,0.3,0.2,0.5,0,0,0
0a,9.76562,4.84375,0.496,0.694067,0.848288,0.0163165,0.3125,0.15625,0.15625,0.375,0,0
0a,12.0192,5.70513,0.48,0.77091,0.874799,0.00595045,0.290323,0.16129,0.548387,0,0,0
0a,12.5,5.33333,0.432,0.740829,0.86904,0.0104287,0.357143,0.142857,0.392857,0.107143,0,0
0a,13.0208,5.69444,0.464,0.731489,0.862833,0.0134418,0.333333,0.166667,0.2,0.3,0,0
0a,10.2625,5.09018,0.48,0.675102,0.84331,0.0173694,0.322581,0.16129,0.16129,0.354839,0,0
0a,14.5401,5.58341,0.384,0.713188,0.884205,0.0138241,0.4,0.2,0.2,0.2,0,0
0a,13.587,5.07246,0.352,0.727626,0.892343,0.0114228,0.434783,0.217391,0.217391,0.130435,0,0
0a,13.3019,5.67547,0.416,0.701182,0.882442,0.015348,0.407407,0.148148,0.222222,0.222222,0,0
0a,11.7953,5.09555,0.416,0.710462,0.875221,0.0130955,0.37037,0.222222,0.185185,0.222222,0,0
0a,13.0208,5.34722,0.4,0.691532,0.867387,0.0151217,0.346154,0.192308,0.153846,0.307692,0,0
0a,11.3661,5.21327,0.464,0.684861,0.863318,0.0167643,0.4,0.133333,0.166667,0.3,0,0
0a,12.5134,5.27229,0.384,0.698335,0.873951,0.0144209,0.4,0.16,0.2,0.24,0,0
0a,12.0192,5.0641,0.432,0.723681,0.862517,0.0133443,0.357143,0.142857,0.178571,0.321429,0,0
0a,8.94807,5.01092,0.544,0.725147,0.853657,0.00983314,0.285714,0.171429,0.457143,0.0857143,0,0
0a,17.3969,6.40208,0.384,0.685595,0.871216,0.0154823,0.4,0.2,0.16,0.24,0,0
0a,11.5741,5.37037,0.64,0.693115,0.893252,0.0105459,0.536585,0.146341,0.146341,0.170732,0,0
0a,15.625,6.41667,0.416,0.749558,0.883855,0.0102728,0.37037,0.185185,0.407407,0.037037,0,0
0a,13.0359,5.90962,0.432,0.770447,0.881088,0.00946017,0.357143,0.178571,0.464286,0,0,0
0a,11.7953,5.473,0.464,0.740099,0.868267,0.0119006,0.333333,0.2,0.3,0.166667,0,0
0a,12.2833,5.04433,0.4,0.689087,0.871893,0.0149732,0.384615,0.153846,0.192308,0.269231,0,0
0a,10.9672,6.902,1.04,0.668422,0.908726,0.0110374,0.712121,0.0757576,0.0606061,0.151515,0,0
0a,13.0359,5.2839,0.4,0.696653,0.866263,0.0148951,0.346154,0.153846,0.230769,0.269231,0,0
0a,12.5,4.86667,0.368,0.705186,0.888542,0.0147876,0.416667,0.166667,0.208333,0.208333,0,0
0a,14.2242,5.68966,0.384,0.746847,0.894207,0.0107288,0.4,0.24,0.32,0.04,0,0
0a,14.2242,5.53794,0.368,0.701129,0.878425,0.0134991,0.375,0.208333,0.208333,0.208333,0,0
0a,13.587,5.7971,0.416,0.744548,0.876011,0.0109474,0.333333,0.185185,0.407407,0.0740741,0,0
0a,11.1607,5.17857,0.448,0.692543,0.855243,0.0162386,0.344828,0.137931,0.172414,0.344828,0,0
0a,12.0192,4.67949,0.384,0.766622,0.892353,0.00931508,0.4,0.16,0.44,0,0,0
0a,14.2242,5.46207,0.384,0.713197,0.876771,0.0121725,0.4,0.16,0.24,0.2,0,0
0a,11.3862,4.67595,0.416,0.73244,0.879633,0.0121422,0.37037,0.185185,0.296296,0.148148,0,0
0a,14.5823,6.61063,0.448,0.772061,0.884074,0.00783272,0.344828,0.206897,0.448276,0,0,0
0a,12.0311,5.90326,0.48,0.716076,0.859184,0.0112008,0.290323,0.193548,0.387097,0.129032,0,0
0a,12.7586,5.51173,0.432,0.689121,0.862526,0.0168764,0.357143,0.142857,0.178571,0.321429,0,0
0a,13.0208,6.18056,0.48,0.693181,0.840477,0.0138719,0.290323,0.16129,0.193548,0.354839,0,0
0a,11.1607,4.64286,0.384,0.772829,0.911479,0.00898386,0.44,0.24,0.32,0,0,0
0a,12.7586,4.96737,0.4,0.74089,0.879724,0.00992653,0.384615,0.192308,0.307692,0.115385,0,0
0a,16.4778,5.71231,0.352,0.744234,0.895878,0.00981573,0.391304,0.217391,0.26087,0.130435,0,0
0a,13.0208,5.27778,0.4,0.710033,0.878136,0.0139773,0.423077,0.153846,0.192308,0.230769,0,0
0a,12.0192,5.12821,0.432,0.661118,0.845347,0.0169505,0.321429,0.214286,0.142857,0.321429,0,0
0a,13.3019,5.3917,0.384,0.725692,0.884804,0.0119562,0.4,0.16,0.28,0.16,0,0
0a,13.8935,5.70558,0.4,0.669139,0.859015,0.0161863,0.384615,0.153846,0.153846,0.307692,0,0
0a,8.33432,4.13382,0.496,0.686822,0.846456,0.0161524,0.3125,0.15625,0.15625,0.375,0,0
0a,10.5952,5.08572,0.464,0.688928,0.854225,0.0169895,0.333333,0.166667,0.133333,0.366667,0,0
0a,12.7586,5.37564,0.4,0.69435,0.864412,0.0149297,0.384615,0.153846,0.153846,0.307692,0,0
0a,11.5847,5.00458,0.432,0.686053,0.852629,0.0130929,0.321429,0.214286,0.178571,0.285714,0,0
0a,11.3661,5.57699,0.496,0.650661,0.829305,0.0176929,0.3125,0.125,0.15625,0.40625,0,0
0a,12.7586,4.83127,0.352,0.724763,0.895696,0.0131236,0.434783,0.173913,0.26087,0.130435,0,0
0a,15.25,5.61198,0.352,0.71777,0.890656,0.0125789,0.391304,0.217391,0.217391,0.173913,0,0
0a,13.3019,5.53359,0.416,0.759389,0.87996,0.00905723,0.333333,0.222222,0.444444,0,0,0
0a,15.25,5.77465,0.368,0.716561,0.888787,0.013001,0.416667,0.208333,0.166667,0.208333,0,0
0a,9.4697,4.49495,0.448,0.727063,0.871906,0.0131661,0.344828,0.206897,0.206897,0.241379,0,0
0a,9.9223,4.65687,0.448,0.691166,0.84825,0.0155779,0.310345,0.137931,0.206897,0.344828,0,0
0a,12.7586,4.55909,0.368,0.736106,0.885936,0.0102014,0.375,0.25,0.25,0.125,0,0
0a,10.9672,5.03027,0.464,0.71308,0.866281,0.0154311,0.366667,0.166667,0.166667,0.3,0,0
0a,13.6041,5.44164,0.416,0.66546,0.861702,0.0177855,0.37037,0.148148,0.148148,0.333333,0,0
0a,14.881,5.39683,0.368,0.691132,0.872691,0.0133422,0.416667,0.166667,0.166667,0.25,0,0
0a,10.2477,4.31771,0.416,0.688985,0.859204,0.0144311,0.333333,0.185185,0.185185,0.296296,0,0
0a,13.0359,5.35342,0.416,0.684081,0.862015,0.0165856,0.37037,0.148148,0.185185,0.296296,0,0
0a,13.587,4.92754,0.368,0.702887,0.876876,0.0106867,0.375,0.208333,0.208333,0.208333,0,0
0a,14.881,5.47619,0.336,0.790497,0.916619,0.00718109,0.454545,0.227273,0.318182,0,0,0
0a,11.1702,4.34894,0.4,0.707399,0.884108,0.0136426,0.384615,0.230769,0.153846,0.230769,0,0
0a,13.3019,5.24981,0.384,0.682183,0.871228,0.0148716,0.4,0.16,0.2,0.24,0,0
0a,10.5952,5.02921,0.464,0.673668,0.843508,0.0180387,0.3,0.2,0.133333,0.366667,0,0
0a,8.33432,4.48942,0.528,0.708983,0.853803,0.0135328,0.294118,0.147059,0.264706,0.294118,0,0
0a,10.2477,4.97357,0.48,0.667761,0.849665,0.0183309,0.322581,0.193548,0.0967742,0.387097,0,0
0a,12.258,4.96859,0.384,0.721249,0.879888,0.010108,0.36,0.24,0.24,0.16,0,0
0a,12.258,5.09935,0.4,0.717492,0.867331,0.0119098,0.384615,0.192308,0.153846,0.269231,0,0
0a,11.1607,5,0.464,0.675258,0.837562,0.0151716,0.333333,0.133333,0.166667,0.366667,0,0
0a,9.32974,4.47828,0.464,0.713663,0.865278,0.0104903,0.3,0.233333,0.266667,0.2,0,0
0a,10.4167,4.5,0.448,0.721333,0.874162,0.0136452,0.344828,0.206897,0.206897,0.241379,0,0
0a,12.2833,4.91331,0.4,0.732583,0.885546,0.0116899,0.423077,0.153846,0.230769,0.192308,0,0
0a,9.93567,4.98108,0.528,0.723799,0.854421,0.0129439,0.294118,0.117647,0.382353,0.205882,0,0
0a,14.881,5.79365,0.368,0.726435,0.891412,0.0123572,0.416667,0.166667,0.25,0.166667,0,0
0a,12.7871,4.77385,0.368,0.745306,0.910923,0.0116384,0.458333,0.166667,0.291667,0.0833333,0,0
0a,11.5847,5.3135,0.448,0.742209,0.877993,0.0109871,0.344828,0.172414,0.448276,0.0344828,0,0
0a,14.384,6.13716,0.432,0.718396,0.868178,0.0121346,0.357143,0.178571,0.214286,0.25,0,0
0a,11.5741,4.93827,0.432,0.713355,0.871544,0.0160895,0.357143,0.178571,0.142857,0.321429,0,0
0a,12.258,6.14537,0.48,0.729769,0.866522,0.0116275,0.322581,0.16129,0.387097,0.129032,0,0
0a,10.0876,5.21868,0.512,0.68832,0.857987,0.0124116,0.333333,0.121212,0.393939,0.151515,0,0
0a,9.77199,5.00326,0.512,0.74081,0.866468,0.00734082,0.272727,0.151515,0.545455,0.030303,0,0
0a,14.2045,5.98485,0.384,0.718161,0.869036,0.0102218,0.32,0.28,0.2,0.2,0,0
0a,12.9323,4.6901,0.4,0.689575,0.856181,0.0139916,0.346154,0.153846,0.192308,0.307692,0,0
0a,10.5952,4.29461,0.4,0.746361,0.881025,0.00978162,0.384615,0.192308,0.346154,0.0769231,0,0
0a,11.1607,5.05952,0.448,0.680755,0.845681,0.0162077,0.344828,0.137931,0.172414,0.344828,0,0
0a,11.8177,4.47498,0.384,0.714592,0.890071,0.0132833,0.44,0.16,0.24,0.16,0,0
0a,11.1702,4.34894,0.4,0.658598,0.855183,0.0152085,0.346154,0.192308,0.153846,0.307692,0,0
0a,9.19118,4.7549,0.528,0.650448,0.81587,0.0168097,0.264706,0.147059,0.176471,0.411765,0,0
0a,9.79116,4.64754,0.496,0.72274,0.85817,0.0111213,0.3125,0.15625,0.25,0.28125,0,0
0a,9.21245,4.56938,0.512,0.643212,0.834322,0.0202909,0.333333,0.151515,0.121212,0.333333,0.0606061,0
0a,8.44595,4.63964,0.544,0.65753,0.815548,0.0161253,0.257143,0.142857,0.171429,0.428571,0,0
0a,10.7759,4.65517,0.464,0.712889,0.873615,0.0166465,0.4,0.1,0.166667,0.333333,0,0
0a,12.7586,5.78392,0.448,0.73109,0.857222,0.00957783,0.310345,0.172414,0.413793,0.103448,0,0
0a,10.7759,5.45977,0.496,0.748422,0.874799,0.0108278,0.3125,0.15625,0.5,0.03125,0,0
0a,10.9672,4.73781,0.448,0.694063,0.868763,0.0143158,0.37931,0.172414,0.172414,0.275862,0,0
0a,14.2835,5.94192,0.432,0.725193,0.865724,0.0113862,0.321429,0.214286,0.25,0.214286,0,0
0a,12.7586,5.1715,0.4,0.733978,0.879667,0.012206,0.346154,0.192308,0.346154,0.115385,0,0
0a,11.3661,5.09203,0.464,0.705205,0.848926,0.0137595,0.333333,0.133333,0.2,0.333333,0,0
0a,9.4755,4.39663,0.464,0.645974,0.837285,0.0184852,0.333333,0.166667,0.133333,0.266667,0.1,0
0a,11.7953,4.7181,0.4,0.720756,0.889916,0.0115958,0.384615,0.192308,0.269231,0.153846,0,0
0a,10.7759,4.65517,0.416,0.75343,0.873348,0.00838369,0.333333,0.185185,0.481481,0,0,0
0a,12.0669,5.0842,0.432,0.722747,0.862234,0.0121831,0.321429,0.214286,0.178571,0.285714,0,0
0a,24.2602,7.50448,0.352,0.789673,0.904903,0.00527483,0.347826,0.347826,0.304348,0,0,0
